,Unnamed: 0.1,Unnamed: 0,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,angle_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
539,539,539,T',TaGeI,Ta,Ge,I,733253-3,7.52,3.69,19,90,90,119.41,P 1,-34.19,0.55,,,,,56.79,22.73,39.79,22.73,,,,,0.0,12.37,12.01,1.46,2.99,6.85,0.0,-1.43,-1.21,0.02,2.37,2.33,0.09,-0.93,-1.12,-0.11,TaGeGe,TaII,0.34,-0.83,-0.83,0.34,0.79
540,540,540,T',TaSiBr,Ta,Si,Br,731435-3,7.21,3.49,19,90,90,119.01,P 1,-36.91,0.29,,,,,43.09,13.85,32.15,13.85,,,,,0.0,12.02,11.2,1.41,4.23,2.72,0.01,0.34,0.27,0.13,1.25,1.29,0.04,-1.59,-1.56,-0.17,TaSiSi,TaBrBr,0.5,-1.85,-1.85,0.5,0.97
541,541,541,T',TaSiCl,Ta,Si,Cl,731417-3,9.35,2.93,19,90,90,127.83,P 1,-39.53,-0.73,,,,,64.87,39.54,73.75,39.54,,,,,0.0,19.25,15.67,1.37,2.29,3.16,0.01,0.56,-0.26,0.32,0.3,1.28,-0.06,-0.86,-1.02,-0.26,TaSiSi,TaClCl,0.5,-2.65,-2.65,0.5,0.35
542,542,542,T',TaSiF,Ta,Si,F,731409-3,7.52,2.77,19,90,90,130.89,P 1,-43.76,-2.83,4.16,18.47,-0.54,-0.47,87.13,42.5,85.17,42.5,9.33,43.29,-0.41,-0.37,0.26,15.3,23.45,1.36,4.85,6.01,0.02,0.77,-0.43,0.41,0.9,1.57,0.06,-1.67,-1.14,-0.47,TaSiSi,TaFF,0.5,-6.04,-6.04,0.5,-0.06
543,543,543,T',TaSiI,Ta,Si,I,731453-3,7.48,3.66,19,90,90,119.34,P 1,-35.56,0.79,,,,,61.6,25.53,55.55,25.53,,,,,0.0,12.19,11.47,1.45,3.03,5.58,0.0,-1.63,-1.39,0.01,2.57,2.43,0.09,-0.94,-1.04,-0.1,TaSiSi,TaII,0.5,-0.83,-0.83,0.5,0.96
544,544,544,T',TaSnBr,Ta,Sn,Br,735035-3,6.67,3.3,19,90,90,119.88,P 1,-35.06,-0.36,,,,,49.75,38.15,8.37,38.15,,,,,0.0,90.31,134.16,1.58,7.11,10.66,0.01,-0.95,-0.2,0.06,1.46,1.57,0.09,-0.51,-1.37,-0.15,TaSnSn,TaBrBr,0.83,-1.85,-1.85,0.83,0.15
545,545,545,T',TaSnCl,Ta,Sn,Cl,735017-3,6.27,3.19,19,90,90,120.45,P 1,-36.9,-0.99,,,,,87.04,75.74,76.25,75.74,,,,,0.0,34.28,28.74,1.54,21.4,15.28,0.01,-2.54,-2.13,0.0,3.34,2.95,0.14,-0.8,-0.82,-0.14,TaSnSn,TaClCl,0.83,-2.65,-2.65,0.83,-0.08
546,546,546,T',TaSnF,Ta,Sn,F,735009-3,6.7,2.96,19,90,90,116.85,P 1,-40.08,-2.57,,,,,43.56,15.94,-36.31,15.94,,,,,0.0,25.32,31.01,1.44,12.18,9.02,0.02,-0.2,0.83,0.31,1.98,1.85,0.09,-1.77,-2.68,-0.4,TaSnSn,TaFF,0.83,-6.04,-6.04,0.83,0.03
547,547,547,T',TaSnI,Ta,Sn,I,735053-3,7.17,3.47,19,90,90,118.89,P 1,-33.18,0.4,,,,,47.64,15.23,64.99,15.23,,,,,0.0,69.2,87.58,1.61,6.21,11.62,0.01,-1.57,-0.87,0.05,1.7,1.6,0.05,-0.13,-0.73,-0.11,TaSnSn,TaII,0.83,-0.83,-0.83,0.83,0.4
548,548,548,T',VCBr,V,C,Br,230635-3,6.47,3.23,19,90,90,119.99,P m,-38.3,1.33,-0.34,4.69,-0.67,-0.67,109.65,44.18,109.71,44.18,-0.52,7.15,-0.44,-0.44,0.85,8.92,8.92,1.31,13.1,13.11,0.02,9.32,9.32,0.43,-7.67,-7.67,-0.27,-1.65,-1.64,-0.16,VCC,VBrBr,2.31,-1.54,-1.54,2.31,0.95
549,549,549,T',VCCl,V,C,Cl,230617-3,6.28,3.14,19,90,90,120.0,P m,-39.94,0.8,-0.19,2.15,-1.75,-1.75,101.37,34.75,101.41,34.75,-0.29,3.22,-1.29,-1.29,1.15,7.12,7.12,1.28,12.92,12.94,0.02,8.75,8.75,0.41,-7.0,-7.0,-0.22,-1.75,-1.75,-0.2,VCC,VClCl,2.31,-2.48,-2.48,2.31,0.89
550,550,550,T',VCF,V,C,F,230609-3,5.86,2.93,19,90,90,120.0,P 1,-43.87,-1.16,0.42,-8.23,-3.43,-3.43,113.74,28.58,113.66,28.58,0.49,-9.68,-2.41,-2.41,1.27,5.82,5.82,1.21,17.49,17.51,0.02,7.4,7.4,0.45,-5.3,-5.3,-0.08,-2.1,-2.1,-0.37,VCC,VFF,2.31,-6.14,-6.14,2.31,0.76
551,551,551,T',VCI,V,C,I,230653-3,6.69,3.34,19,90,90,119.98,P 1,-36.25,2.18,,,,,119.91,46.48,119.94,46.48,,,,,0.07,13.79,13.8,1.35,5.36,5.36,0.01,6.94,6.95,0.34,-6.76,-6.76,-0.25,-0.18,-0.18,-0.09,VCC,VII,2.31,-0.45,-0.45,2.31,1.25
552,552,552,T',VGeBr,V,Ge,Br,233235-3,7.09,3.2,19,90,90,120.7,P 1,-30.44,0.53,,,,,-2.05,-29.11,-39.32,-29.11,,,,,0.0,17.04,17.22,1.45,4.96,9.07,0.0,-1.01,-2.46,0.12,2.07,3.18,0.04,-1.06,-0.71,-0.15,VGeGe,VBrBr,0.95,-1.54,-1.54,0.95,0.83
553,553,553,T',VGeCl,V,Ge,Cl,233217-3,6.06,3.1,19,90,90,120.38,P 1,-32.6,-0.26,,,,,42.13,-2.96,39.25,-2.96,,,,,0.0,27.59,27.97,1.47,3.67,4.24,0.01,-0.85,-1.25,0.07,1.15,1.48,0.07,-0.31,-0.23,-0.14,VGeGe,VClCl,0.95,-2.48,-2.48,0.95,0.5
554,554,554,T',VGeF,V,Ge,F,233209-3,5.48,2.72,19,90,90,117.17,P 1,-37.11,-2.51,-0.86,-5.05,-3.37,-3.36,97.1,76.24,89.9,76.24,-4.1,-36.99,-1.94,-2.02,0.12,63.87,36.91,1.38,22.24,20.6,0.02,-2.3,-1.57,0.26,3.29,3.15,0.11,-0.98,-1.59,-0.38,VGeGe,VFF,0.95,-6.14,-6.14,0.95,0.09
555,555,555,T',VGeI,V,Ge,I,233253-3,7.28,3.56,19,90,90,119.29,P 1,-28.76,1.19,,,,,50.97,18.26,54.2,18.26,,,,,0.0,13.84,13.52,1.44,4.56,10.56,0.0,-2.14,-1.81,0.03,2.78,2.49,0.05,-0.64,-0.68,-0.08,VGeGe,VII,0.95,-0.45,-0.45,0.95,0.95
556,556,556,T',VSiBr,V,Si,Br,231435-3,6.97,3.32,19,90,90,118.49,P 1,-31.57,0.9,,,,,56.27,27.61,43.01,27.61,,,,,0.0,12.23,11.66,1.4,2.94,4.73,0.01,-1.38,-1.26,0.1,2.75,2.38,0.05,-1.37,-1.12,-0.15,VSiSi,VBrBr,0.89,-1.54,-1.54,0.89,1.22
557,557,557,T',VSiCl,V,Si,Cl,231417-3,5.96,3.32,19,90,90,123.81,P 1,-33.9,0.02,,,,,51.75,19.84,17.93,19.84,,,,,0.05,66.96,168.5,1.43,7.69,16.11,0.01,-2.03,-3.07,0.12,2.39,3.98,0.03,-0.36,-0.91,-0.15,VSiSi,VClCl,0.89,-2.48,-2.48,0.89,0.81
558,558,558,T',VSiF,V,Si,F,231409-3,5.49,2.57,19,90,90,117.69,P 1,-38.95,-2.5,-3.53,12.33,-3.36,-3.31,133.2,69.04,130.55,69.04,-5.51,20.05,-1.66,-1.66,0.15,142.52,76.82,1.37,15.77,14.5,0.02,-0.17,-0.44,0.3,1.66,1.43,0.07,-1.49,-1.0,-0.37,VSiSi,VFF,0.89,-6.14,-6.14,0.89,0.13
559,559,559,T',VSiI,V,Si,I,231453-3,7.22,3.53,19,90,90,119.25,P 1,-29.99,1.51,,,,,56.07,21.2,58.46,21.2,,,,,0.0,12.31,12.32,1.43,4.2,9.54,0.0,-2.21,-1.93,-0.02,2.79,2.56,0.09,-0.58,-0.63,-0.08,VSiSi,VII,0.89,-0.45,-0.45,0.89,1.29
560,560,560,T',VSnBr,V,Sn,Br,235035-3,6.94,3.34,19,90,90,118.77,P 1,-29.4,0.4,,,,,51.73,19.11,63.24,19.11,,,,,0.0,23.83,21.41,1.51,4.72,3.97,0.01,-0.74,-0.89,0.17,1.8,1.92,-0.0,-1.06,-1.03,-0.17,VSnSn,VBrBr,1.49,-1.54,-1.54,1.49,0.43
561,561,561,T',VSnCl,V,Sn,Cl,235017-3,6.37,3.15,19,90,90,119.69,P 1,-31.53,-0.37,,,,,17.62,6.11,-52.34,6.11,,,,,0.0,35.08,37.6,1.5,6.88,12.03,0.01,-0.62,-1.14,0.08,1.48,2.14,0.08,-0.86,-1.0,-0.16,VSnSn,VClCl,1.49,-2.48,-2.48,1.49,0.12
562,562,562,T',VSnF,V,Sn,F,235009-3,6.33,3.15,19,90,90,119.79,P 1,-34.74,-1.97,,,,,55.0,59.18,37.76,59.18,,,,,0.0,16.27,24.86,1.38,7.42,7.48,0.02,0.3,0.53,0.37,2.3,2.3,0.04,-2.6,-2.83,-0.41,VSnSn,VFF,1.49,-6.14,-6.14,1.49,0.36
563,563,563,T',VSnI,V,Sn,I,235053-3,7.27,3.49,19,90,90,118.44,P 1,-27.81,1.02,,,,,29.27,10.61,31.32,10.61,,,,,0.0,33.71,51.08,1.55,3.84,7.18,0.0,-1.22,-2.23,0.07,1.82,2.65,0.05,-0.6,-0.41,-0.12,VSnSn,VII,1.49,-0.45,-0.45,1.49,0.5
564,564,564,T',NbAsO,Nb,As,O,413308-3,6.75,3.01,19,90,90,122.56,P 1,-47.14,-4.29,,,,,124.18,25.22,66.03,25.22,,,,,0.0,10.36,26.54,1.34,1.26,1.77,0.02,2.85,0.12,0.33,0.57,1.59,0.09,-3.42,-1.71,-0.43,NbAsAs,NbOO,-0.72,-7.93,-7.93,-0.72,0.03
565,565,565,T',NbAsS,Nb,As,S,413316-3,6.69,3.18,19,90,90,121.71,P 1,-41.57,-1.88,,,,,70.6,20.33,73.83,20.33,,,,,0.0,19.56,16.08,1.45,23.65,18.83,0.0,-4.93,-4.63,-0.12,4.12,4.76,0.17,0.81,-0.13,-0.05,NbAsAs,NbSS,-0.72,-3.16,-3.16,-0.72,0.06
566,566,566,T',NbAsSe,Nb,As,Se,413334-3,6.84,3.24,19,90,90,121.88,P 1,-39.58,-1.52,,,,,34.15,36.46,58.71,36.46,,,,,0.0,14.33,25.38,1.48,13.31,28.51,0.0,-5.11,-5.69,-0.13,3.59,4.74,0.12,1.52,0.96,0.01,NbAsAs,NbSeSe,-0.72,-2.6,-2.6,-0.72,0.14
567,567,567,T',NbAsTe,Nb,As,Te,413352-3,7.24,3.63,19,90,90,120.0,P 1,-37.65,-0.91,,,,,47.32,10.9,35.12,10.9,,,,,0.0,20.38,26.71,1.46,2.69,5.25,0.0,3.33,4.68,0.03,-1.74,-2.2,-0.09,-1.58,-2.48,0.06,NbAsAs,NbTeTe,-0.72,-1.33,-1.33,-0.72,0.11
568,568,568,T',NbBiO,Nb,Bi,O,418308-3,6.34,3.44,19,90,90,118.56,P 1,-44.2,-3.61,,,,,78.51,42.72,87.57,42.72,,,,,0.0,22.9,21.98,1.39,10.27,3.83,0.02,-1.14,1.31,0.36,2.92,1.77,0.08,-1.78,-3.08,-0.44,NbBiBi,NbOO,0.32,-7.93,-7.93,0.32,0.19
569,569,569,T',NbBiS,Nb,Bi,S,418316-3,6.72,3.33,19,90,90,119.74,P 1,-39.39,-1.59,,,,,52.39,19.7,22.87,19.7,,,,,0.0,31.21,28.66,1.51,24.13,25.12,0.0,-1.66,-2.16,-0.04,4.67,4.8,0.15,-3.01,-2.64,-0.11,NbBiBi,NbSS,0.32,-3.16,-3.16,0.32,-0.17
570,570,570,T',NbBiSe,Nb,Bi,Se,418334-3,6.8,3.38,19,90,90,119.87,P 1,-37.6,-1.32,,,,,67.53,43.58,69.35,43.58,,,,,0.0,23.27,22.48,1.55,20.86,21.84,0.0,-3.1,-3.42,-0.18,4.57,4.65,0.16,-1.46,-1.23,0.02,NbBiBi,NbSeSe,0.32,-2.6,-2.6,0.32,-0.18
571,571,571,T',NbBiTe,Nb,Bi,Te,418352-3,7.78,3.46,19,90,90,116.46,P 1,-35.03,-0.4,,,,,43.41,27.21,62.62,27.21,,,,,0.0,17.74,19.15,1.56,7.67,6.91,0.0,-2.39,-4.04,-0.1,1.49,2.18,0.08,0.9,1.86,0.01,NbBiBi,NbTeTe,0.32,-1.33,-1.33,0.32,0.1
572,572,572,T',NbNO,Nb,N,O,410708-3,6.26,3.13,19,90,90,120.12,P 1,-56.09,-5.11,0.21,-22.28,-0.11,-0.86,131.41,21.46,147.92,21.46,0.19,-17.62,-0.07,-0.51,2.3,3.21,3.16,1.21,26.01,24.47,0.03,8.42,8.06,0.77,-4.62,-4.8,-0.34,-3.8,-3.26,-0.43,NbNN,NbOO,-0.29,-7.93,-7.93,-0.29,-1.0
573,573,573,T',NbNS,Nb,N,S,410716-3,6.54,3.27,19,90,90,119.99,P 1,-50.5,-2.7,0.11,-2.65,-0.19,-0.18,148.63,44.91,148.67,44.91,0.1,-2.55,-0.1,-0.09,0.93,6.49,6.48,1.28,3.94,3.94,0.01,6.3,6.3,0.39,-4.4,-4.39,-0.34,-1.9,-1.9,-0.06,NbNN,NbSS,-0.29,-3.16,-3.16,-0.29,-0.97
574,574,574,T',NbNSe,Nb,N,Se,410734-3,6.63,3.32,19,90,90,119.98,P 1,-48.72,-2.44,0.01,-0.62,0.11,0.11,141.9,45.97,141.86,45.97,0.01,-0.64,0.06,0.06,0.44,8.35,8.34,1.31,1.47,1.48,0.01,3.78,3.78,0.37,-3.53,-3.53,-0.36,-0.24,-0.25,-0.01,NbNN,NbSeSe,-0.29,-2.6,-2.6,-0.29,-0.99
575,575,575,T',NbNTe,Nb,N,Te,410752-3,6.8,3.4,19,90,90,119.97,P 1,-46.48,-1.68,,,,,138.14,48.97,136.72,48.97,,,,,0.06,9.33,9.34,1.35,1.64,1.63,0.02,2.04,2.03,0.37,-3.47,-3.46,-0.38,1.43,1.43,0.01,NbNN,NbTeTe,-0.29,-1.33,-1.33,-0.29,-0.87
576,576,576,T',NbPO,Nb,P,O,411508-3,6.5,2.96,19,90,90,117.57,P 1,-48.35,-4.19,,,,,100.48,41.66,31.8,41.66,,,,,0.0,12.57,12.51,1.32,2.03,5.01,0.02,2.57,2.16,0.41,-0.02,1.76,0.03,-2.56,-3.92,-0.44,NbPP,NbOO,-1.06,-7.93,-7.93,-1.06,0.31
577,577,577,T',NbPS,Nb,P,S,411516-3,6.81,3.39,19,90,90,119.64,P 1,-42.76,-1.78,,,,,53.98,-31.99,-94.88,-31.99,,,,,0.0,20.77,28.44,1.39,18.65,25.97,0.01,6.96,7.28,0.35,-3.08,-3.56,-0.2,-3.88,-3.71,-0.15,NbPP,NbSS,-1.06,-3.16,-3.16,-1.06,0.34
578,578,578,T',NbPSe,Nb,P,Se,411534-3,6.97,3.49,19,90,90,119.97,P 1,-41.18,-1.61,,,,,69.68,23.99,70.6,23.99,,,,,0.0,15.8,16.58,1.4,3.59,6.14,0.0,4.16,4.77,0.14,-2.17,-2.49,-0.11,-1.99,-2.28,-0.03,NbPP,NbSeSe,-1.06,-2.6,-2.6,-1.06,0.22
579,579,579,T',NbPTe,Nb,P,Te,411552-3,7.23,3.61,19,90,90,120.0,P 1,-39.48,-1.13,0.02,-1.32,-0.0,-0.01,69.89,13.61,69.94,13.61,0.04,-2.35,-0.0,-0.01,0.21,15.04,14.6,1.43,0.25,0.22,0.0,1.33,1.23,-0.01,-1.44,-1.38,-0.06,0.1,0.16,0.06,NbPP,NbTeTe,-1.06,-1.33,-1.33,-1.06,0.07
580,580,580,T',NbSbO,Nb,Sb,O,415108-3,6.24,3.44,19,90,90,122.76,P 1,-45.27,-3.89,,,,,86.94,53.33,58.82,53.33,,,,,0.0,11.03,11.67,1.38,5.53,3.22,0.02,-0.06,0.8,0.33,2.86,1.98,0.1,-2.8,-2.78,-0.43,NbSbSb,NbOO,-0.16,-7.93,-7.93,-0.16,0.16
581,581,581,T',NbSbS,Nb,Sb,S,415116-3,6.56,3.29,19,90,90,119.9,P 1,-40.32,-1.79,,,,,76.15,39.06,74.78,39.06,,,,,0.0,25.11,25.86,1.5,31.5,29.73,0.0,-3.04,-2.83,-0.14,5.36,5.31,0.18,-2.31,-2.48,-0.05,NbSbSb,NbSS,-0.16,-3.16,-3.16,-0.16,-0.13
582,582,582,T',NbSbSe,Nb,Sb,Se,415134-3,6.69,3.33,19,90,90,119.96,P 1,-38.46,-1.49,,,,,68.12,50.11,62.47,50.11,,,,,0.0,22.28,21.19,1.53,21.89,21.83,0.0,-3.55,-3.73,-0.22,4.77,4.76,0.19,-1.22,-1.03,0.03,NbSbSb,NbSeSe,-0.16,-2.6,-2.6,-0.16,-0.11
583,583,583,T',NbSbTe,Nb,Sb,Te,415152-3,7.8,3.39,19,90,90,115.77,P 1,-35.81,-0.53,,,,,58.87,29.54,63.89,29.54,,,,,0.0,13.41,16.74,1.53,3.62,9.44,0.0,-2.71,-4.19,-0.08,2.68,3.74,0.08,0.03,0.45,0.0,NbSbSb,NbTeTe,-0.16,-1.33,-1.33,-0.16,0.21
584,584,584,T',TaAsO,Ta,As,O,733308-3,6.71,3.0,19,90,90,121.04,P 1,-50.12,-4.06,,,,,121.86,30.36,69.47,30.36,,,,,0.0,16.16,8.56,1.34,1.39,3.53,0.02,3.31,0.29,0.34,0.22,2.74,0.09,-3.53,-3.03,-0.43,TaAsAs,TaOO,-0.19,-7.88,-7.88,-0.19,-0.02
585,585,585,T',TaAsS,Ta,As,S,733316-3,6.44,3.22,19,90,90,114.56,P 1,-44.59,-1.67,,,,,57.16,24.11,39.29,24.11,,,,,0.0,14.88,15.27,1.43,25.18,10.79,0.0,-4.2,-2.03,0.04,4.47,2.97,0.08,-0.28,-0.94,-0.12,TaAsAs,TaSS,-0.19,-3.07,-3.07,-0.19,-0.04
586,586,586,T',TaAsSe,Ta,As,Se,733334-3,6.99,3.49,19,90,90,121.8,P 1,-42.48,-1.25,,,,,45.13,16.8,46.92,16.8,,,,,0.0,19.39,17.75,1.44,1.14,3.46,0.01,1.57,-1.43,0.26,-0.23,1.6,-0.14,-1.34,-0.18,-0.12,TaAsAs,TaSeSe,-0.19,-2.36,-2.36,-0.19,0.03
587,587,587,T',TaAsTe,Ta,As,Te,733352-3,7.29,3.63,19,90,90,120.01,P 1,-40.52,-0.63,,,,,1.83,90.61,-177.03,90.61,,,,,0.0,16.31,20.64,1.45,2.76,6.07,0.0,3.78,5.34,0.05,-2.13,-2.73,-0.09,-1.65,-2.61,0.04,TaAsAs,TaTeTe,-0.19,-0.9,-0.9,-0.19,-0.08
588,588,588,T',TaBiO,Ta,Bi,O,738308-3,6.07,3.55,19,90,90,109.91,P 1,-47.12,-3.35,,,,,97.72,51.96,68.91,51.96,,,,,0.0,144.78,37.42,1.39,9.42,4.75,0.01,5.42,2.28,0.36,0.15,0.45,0.08,-5.57,-2.73,-0.44,TaBiBi,TaOO,0.92,-7.88,-7.88,0.92,0.13
589,589,589,T',TaBiS,Ta,Bi,S,738316-3,6.68,3.35,19,90,90,120.04,P 1,-42.12,-1.23,,,,,50.44,31.23,60.25,31.23,,,,,0.0,24.46,24.21,1.52,28.42,28.82,0.0,-2.33,-2.18,-0.04,4.79,4.74,0.16,-2.46,-2.56,-0.11,TaBiBi,TaSS,0.92,-3.07,-3.07,0.92,-0.16
590,590,590,T',TaBiSe,Ta,Bi,Se,738334-3,6.8,3.38,19,90,90,120.01,P 1,-40.19,-0.9,,,,,39.45,-7.89,-13.13,-7.89,,,,,0.0,19.15,19.68,1.55,24.76,27.65,0.0,-3.7,-4.02,-0.17,4.77,4.93,0.16,-1.06,-0.91,0.01,TaBiBi,TaSeSe,0.92,-2.36,-2.36,0.92,-0.18
591,591,591,T',TaBiTe,Ta,Bi,Te,738352-3,7.77,3.45,19,90,90,116.96,P 1,-37.59,0.04,,,,,62.11,24.25,59.98,24.25,,,,,0.0,18.69,23.62,1.57,4.78,9.0,0.0,-1.9,-3.73,-0.1,1.38,2.74,0.09,0.52,0.99,0.01,TaBiBi,TaTeTe,0.92,-0.9,-0.9,0.92,0.03
592,592,592,T',TaNO,Ta,N,O,730708-3,6.25,3.12,19,90,90,120.0,P 1,-60.07,-5.38,0.96,-11.37,-0.38,-0.38,197.88,47.47,197.89,47.47,0.64,-7.56,-0.15,-0.15,2.85,2.95,2.95,1.2,19.76,19.77,0.03,8.3,8.3,0.83,-4.66,-4.66,-0.37,-3.64,-3.64,-0.46,TaNN,TaOO,-0.56,-7.88,-7.88,-0.56,-1.16
593,593,593,T',TaNS,Ta,N,S,730716-3,6.54,3.27,19,90,90,119.99,P 1,-54.22,-2.84,0.1,-1.85,-0.01,-0.01,159.23,44.19,159.25,44.19,0.08,-1.61,-0.01,-0.0,1.18,5.24,5.23,1.28,5.13,5.13,0.01,7.08,7.08,0.44,-4.64,-4.63,-0.36,-2.45,-2.45,-0.08,TaNN,TaSS,-0.56,-3.07,-3.07,-0.56,-1.02
594,594,594,T',TaNSe,Ta,N,Se,730734-3,6.64,3.32,19,90,90,119.99,P 1,-52.23,-2.47,-0.0,0.06,0.21,0.21,151.97,45.11,152.01,45.11,-0.0,0.06,0.11,0.11,0.42,7.64,7.61,1.31,2.5,2.49,0.01,5.38,5.38,0.4,-3.99,-3.99,-0.37,-1.4,-1.4,-0.02,TaNN,TaSeSe,-0.56,-2.36,-2.36,-0.56,-1.01
595,595,595,T',TaNTe,Ta,N,Te,730752-3,6.8,3.4,19,90,90,119.99,P 1,-49.63,-1.53,,,,,131.26,55.25,136.71,55.25,,,,,0.0,8.95,8.93,1.35,1.44,1.75,0.01,2.35,2.32,0.38,-3.22,-3.19,-0.39,0.88,0.87,0.01,TaNN,TaTeTe,-0.56,-0.9,-0.9,-0.56,-0.8
596,596,596,T',TaPO,Ta,P,O,731508-3,6.47,3.19,19,90,90,119.49,P 1,-51.65,-4.12,,,,,89.01,61.13,34.49,61.13,,,,,0.0,15.59,16.59,1.31,8.33,8.54,0.02,6.25,5.34,0.54,-2.16,-1.91,-0.06,-4.09,-3.44,-0.48,TaPP,TaOO,-0.28,-7.88,-7.88,-0.28,-0.04
597,597,597,T',TaPS,Ta,P,S,731516-3,6.83,3.4,19,90,90,119.74,P 1,-46.08,-1.71,,,,,56.12,-16.98,0.71,-16.98,,,,,0.0,18.7,21.97,1.38,22.21,21.47,0.01,8.27,7.49,0.37,-3.85,-3.76,-0.2,-4.42,-3.73,-0.17,TaPP,TaSS,-0.28,-3.07,-3.07,-0.28,-0.04
598,598,598,T',TaPSe,Ta,P,Se,731534-3,7.01,3.5,19,90,90,119.98,P 1,-44.37,-1.49,,,,,80.0,21.14,80.09,21.14,,,,,0.0,15.02,13.59,1.39,8.17,6.86,0.0,6.45,5.84,0.18,-3.35,-3.01,-0.13,-3.1,-2.83,-0.05,TaPP,TaSeSe,-0.28,-2.36,-2.36,-0.28,-0.17
599,599,599,T',TaPTe,Ta,P,Te,731552-3,7.24,3.62,19,90,90,119.98,P 1,-42.48,-0.9,,,,,62.61,23.01,65.88,23.01,,,,,0.0,14.38,14.54,1.42,0.48,0.78,0.0,2.05,2.37,0.02,-1.73,-1.88,-0.07,-0.32,-0.49,0.05,TaPP,TaTeTe,-0.28,-0.9,-0.9,-0.28,-0.31
600,600,600,T',TaSbO,Ta,Sb,O,735108-3,6.67,3.39,19,90,90,126.13,P 1,-48.07,-3.57,,,,,78.63,34.46,82.09,34.46,,,,,0.0,17.69,17.37,1.38,3.68,5.0,0.02,0.6,0.11,0.34,1.98,2.42,0.11,-2.59,-2.53,-0.45,TaSbSb,TaOO,0.47,-7.88,-7.88,0.47,0.14
601,601,601,T',TaSbS,Ta,Sb,S,735116-3,6.57,3.28,19,90,90,119.64,P 1,-43.13,-1.47,,,,,74.41,42.51,61.51,42.51,,,,,0.0,19.88,20.87,1.5,36.78,33.52,0.0,-3.65,-3.55,-0.13,5.48,5.47,0.19,-1.83,-1.92,-0.06,TaSbSb,TaSS,0.47,-3.07,-3.07,0.47,-0.18
602,602,602,T',TaSbSe,Ta,Sb,Se,735134-3,6.7,3.32,19,90,90,119.86,P 1,-41.13,-1.11,,,,,63.4,48.69,65.42,48.69,,,,,0.0,18.57,18.49,1.53,23.17,26.64,0.0,-4.07,-4.47,-0.2,4.87,5.01,0.19,-0.8,-0.54,0.02,TaSbSb,TaSeSe,0.47,-2.36,-2.36,0.47,-0.16
603,603,603,T',TaSbTe,Ta,Sb,Te,735152-3,7.77,3.39,19,90,90,115.87,P 1,-38.42,-0.11,,,,,66.48,29.23,70.87,29.23,,,,,0.0,13.33,17.23,1.53,3.27,8.9,0.0,-2.26,-3.94,-0.08,2.53,3.72,0.08,-0.27,0.22,-0.0,TaSbSb,TaTeTe,0.47,-0.9,-0.9,0.47,0.1
604,604,604,T',VAsO,V,As,O,233308-3,6.32,2.89,19,90,90,123.05,P 1,-44.52,-3.33,,,,,112.48,39.9,72.26,39.9,,,,,0.0,14.56,16.3,1.33,2.37,5.54,0.01,0.08,-2.49,0.28,1.77,3.21,0.09,-1.84,-0.72,-0.37,VAsAs,VOO,0.35,-6.8,-6.8,0.35,-0.1
605,605,605,T',VAsS,V,As,S,233316-3,6.13,3.03,19,90,90,119.89,P 1,-38.75,-0.82,,,,,57.79,49.47,62.06,49.47,,,,,0.0,37.39,31.57,1.44,53.67,54.71,0.0,-5.24,-5.56,-0.16,6.07,6.04,0.16,-0.84,-0.48,-0.0,VAsAs,VSS,0.35,-1.82,-1.82,0.35,-0.09
606,606,606,T',VAsSe,V,As,Se,233334-3,7.19,3.18,19,90,90,116.4,P 1,-36.32,-0.24,,,,,-35.29,-102.8,-125.36,-102.8,,,,,0.0,24.61,22.6,1.4,3.21,9.96,0.0,-1.31,-2.7,0.07,1.97,3.3,0.0,-0.67,-0.61,-0.07,VAsAs,VSeSe,0.35,-1.34,-1.34,0.35,0.25
607,607,607,T',VAsTe,V,As,Te,233352-3,7.36,3.41,19,90,90,117.74,P 1,-34.51,0.31,,,,,60.85,6.81,27.03,6.81,,,,,0.0,26.71,35.02,1.43,3.3,7.73,0.0,-2.31,-2.73,-0.01,2.59,3.08,0.01,-0.28,-0.35,0.0,VAsAs,VTeTe,0.35,-0.08,-0.08,0.35,0.17
608,608,608,T',VBiO,V,Bi,O,238308-3,6.45,3.23,19,90,90,119.81,P 1,-42.12,-2.92,,,,,114.16,31.75,110.49,31.75,,,,,0.0,28.32,16.41,1.39,10.71,8.79,0.01,-4.08,-2.88,0.27,2.06,2.17,0.03,2.01,0.71,-0.3,VBiBi,VOO,1.5,-6.8,-6.8,1.5,-0.28
