,Unnamed: 0.1,Unnamed: 0,Phase,name,A,B,C,indexing,latt_x,latt_y,latt_z,angle_x,angle_y,angle_z,space_group,total_energy,energy_form,e11,e22,e31,e32,C11,C12,C22,C21,d11,d22,d31,d32,Eg_pbe,dielec_elec_xx,dielec_elec_yy,dielec_elec_zz,dielec_ion_xx,dielec_ion_yy,dielec_ion_zz,born_charge_A_xx,born_charge_A_yy,born_charge_A_zz,born_charge_B_xx,born_charge_B_yy,born_charge_B_zz,born_charge_C_xx,born_charge_C_yy,born_charge_C_zz,Parent_1,Parent_2,Parent_1_e,Parent_2_e,Parent_min,Parent_max,synthesis_index
1089,1089,1089,T',TcSbS,Tc,Sb,S,435116-3,6.88,3.11,19,90,90,116.84,P 1,-38.61,-0.69,,,,,78.23,19.42,99.92,19.42,,,,,0.0,60.11,46.2,1.45,11.56,7.25,0.0,-2.82,-3.0,-0.1,2.61,2.95,0.12,0.2,0.05,-0.02,TcSbSb,TcSS,0.19,-1.64,-1.64,0.19,0.04
1090,1090,1090,T',TcSbSe,Tc,Sb,Se,435134-3,6.96,3.13,19,90,90,116.69,P 1,-37.08,-0.55,,,,,96.88,26.23,94.92,26.23,,,,,0.05,22.22,20.71,1.49,2.92,6.12,0.0,-3.53,-5.15,-0.2,2.41,3.25,0.13,1.13,1.9,0.06,TcSbSb,TcSeSe,0.19,-1.27,-1.27,0.19,-0.01
1091,1091,1091,T',TcSbTe,Tc,Sb,Te,435152-3,7.19,3.24,19,90,90,116.75,P 1,-35.55,-0.15,,,,,-4.05,-114.54,-112.93,-114.54,,,,,0.0,26.5,31.76,1.53,3.91,6.47,0.0,-4.13,-5.92,-0.2,2.23,3.09,0.11,1.89,2.84,0.08,TcSbSb,TcTeTe,0.19,-0.51,-0.51,0.19,0.01
1092,1092,1092,T',FeOBr,Fe,O,Br,260835-3,6.6,3.3,19,90,90,119.97,P 1,-33.53,-2.5,,,,,80.74,42.47,76.09,42.47,,,,,0.0,15.09,13.43,1.28,4.98,4.43,0.03,5.21,4.99,0.43,-4.28,-4.11,-0.36,-0.93,-0.88,-0.08,FeOO,FeBrBr,-3.98,-1.57,-3.98,-1.57,0.27
1093,1093,1093,T',FeOCl,Fe,O,Cl,260817-3,6.44,3.16,19,90,90,119.41,P m,-35.53,-3.22,,,,,81.51,41.12,82.75,41.12,,,,,0.0,6.38,9.04,1.25,4.98,4.16,0.03,4.38,4.5,0.49,-3.09,-3.47,-0.35,-1.29,-1.03,-0.14,FeOO,FeClCl,-3.98,-2.23,-3.98,-2.23,-0.11
1094,1094,1094,T',FeOF,Fe,O,F,260809-3,5.72,2.86,19,90,90,120.0,P 1,-38.52,-4.7,,,,,74.68,37.91,74.66,37.91,,,,,0.0,5.67,5.68,1.18,1.03,1.03,0.02,2.71,2.72,0.58,-0.92,-0.92,-0.23,-1.79,-1.79,-0.35,FeOO,FeFF,-3.98,-5.57,-5.57,-3.98,0.07
1095,1095,1095,T',FeOI,Fe,O,I,260853-3,6.76,3.37,19,90,90,119.97,P 1,-31.92,-1.87,,,,,93.1,48.66,101.15,48.66,,,,,0.0,17.7,16.83,1.33,1.63,1.57,0.05,1.96,2.12,0.43,-2.53,-2.64,-0.37,0.57,0.52,-0.06,FeOO,FeII,-3.98,-0.2,-3.98,-0.2,0.22
1096,1096,1096,T',FeSBr,Fe,S,Br,261635-3,6.65,3.39,19,90,90,120.64,P 1,-29.76,-0.99,,,,,51.4,20.38,55.25,20.38,,,,,0.04,29.03,48.37,1.34,1.92,3.0,0.01,-1.98,-3.18,0.19,2.24,3.55,-0.03,-0.26,-0.37,-0.16,FeSS,FeBrBr,-1.1,-1.57,-1.57,-1.1,0.34
1097,1097,1097,T',FeSCl,Fe,S,Cl,261617-3,6.42,3.3,19,90,90,120.94,P m,-31.26,-1.46,-2.98,-2.78,-2.52,-2.51,74.03,16.37,77.58,16.37,-5.17,-4.55,-2.78,-2.67,0.14,10.47,12.29,1.31,0.74,1.19,0.01,-1.03,-1.42,0.17,1.66,2.07,0.01,-0.62,-0.65,-0.18,FeSS,FeClCl,-1.1,-2.23,-2.23,-1.1,0.21
1098,1098,1098,T',FeSF,Fe,S,F,261609-3,6.05,3.16,19,90,90,121.47,P 1,-34.38,-3.01,0.02,-2.94,-4.88,-4.93,79.35,21.25,83.86,21.25,0.03,-4.7,-4.85,-4.7,0.27,7.5,7.44,1.24,1.98,2.29,0.02,0.0,-0.37,0.3,1.74,2.21,0.05,-1.74,-1.84,-0.35,FeSS,FeFF,-1.1,-5.57,-5.57,-1.1,0.33
1099,1099,1099,T',FeSI,Fe,S,I,261653-3,7.53,3.49,19,90,90,117.59,P 1,-28.57,-0.57,,,,,16.02,-9.6,-7.43,-9.6,,,,,0.0,25.42,40.02,1.38,2.52,0.97,0.01,-0.47,-0.87,0.17,1.11,1.17,-0.09,-0.65,-0.3,-0.08,FeSS,FeII,-1.1,-0.2,-1.1,-0.2,0.08
1100,1100,1100,T',FeSeBr,Fe,Se,Br,263435-3,6.83,3.47,19,90,90,120.49,P 1,-28.25,-0.87,,,,,46.61,19.52,66.15,19.52,,,,,0.0,8.43,8.41,1.36,1.28,1.2,0.01,-1.56,-1.34,0.11,2.1,2.17,0.05,-0.53,-0.84,-0.16,FeSeSe,FeBrBr,-0.8,-1.57,-1.57,-0.8,0.31
1101,1101,1101,T',FeSeCl,Fe,Se,Cl,263417-3,6.62,3.36,19,90,90,120.5,P 1,-29.61,-1.26,,,,,58.65,17.59,59.95,17.59,,,,,0.0,10.99,9.96,1.34,4.35,4.57,0.01,-1.2,-1.27,0.12,2.53,2.53,0.06,-1.33,-1.26,-0.18,FeSeSe,FeClCl,-0.8,-2.23,-2.23,-0.8,0.25
1102,1102,1102,T',FeSeF,Fe,Se,F,263409-3,6.58,3.09,19,90,90,118.02,P 1,-32.59,-2.74,,,,,31.81,10.65,44.94,10.65,,,,,0.0,23.57,32.24,1.27,3.87,7.05,0.02,-0.63,-0.33,0.41,1.85,2.68,0.02,-1.22,-2.35,-0.43,FeSeSe,FeFF,-0.8,-5.57,-5.57,-0.8,0.44
1103,1103,1103,T',FeSeI,Fe,Se,I,263453-3,7.2,3.67,19,90,90,120.63,P 1,-26.69,-0.27,,,,,-7.87,-6.13,12.68,-6.13,,,,,0.0,53.9,73.05,1.4,12.12,8.76,0.0,-1.56,-2.69,0.15,3.3,2.3,-0.05,-1.74,0.38,-0.11,FeSeSe,FeII,-0.8,-0.2,-0.8,-0.2,0.23
1104,1104,1104,T',FeTeBr,Fe,Te,Br,265235-3,6.99,3.55,19,90,90,120.47,P 1,-27.03,-0.62,,,,,47.82,20.2,40.1,20.2,,,,,0.0,33.53,27.55,1.42,9.34,7.77,0.01,-1.28,-0.72,0.1,3.17,2.76,0.08,-1.9,-2.04,-0.18,FeTeTe,FeBrBr,-0.28,-1.57,-1.57,-0.28,0.3
1105,1105,1105,T',FeTeCl,Fe,Te,Cl,265217-3,6.86,3.43,19,90,90,120.01,P 1,-28.24,-0.94,,,,,43.9,28.1,47.65,28.1,,,,,0.0,31.44,32.6,1.39,7.42,5.76,0.01,-1.21,-0.63,0.14,2.89,2.44,0.08,-1.68,-1.8,-0.22,FeTeTe,FeClCl,-0.28,-2.23,-2.23,-0.28,0.32
1106,1106,1106,T',FeTeF,Fe,Te,F,265209-3,6.99,3.22,19,90,90,117.4,P 1,-31.2,-2.41,,,,,34.25,20.11,38.29,20.11,,,,,0.0,18.38,26.97,1.31,2.44,3.35,0.03,0.17,1.69,0.44,1.37,1.21,0.03,-1.54,-2.91,-0.47,FeTeTe,FeFF,-0.28,-5.57,-5.57,-0.28,0.52
1107,1107,1107,T',FeTeI,Fe,Te,I,265253-3,7.26,3.72,19,90,90,120.85,P 1,-25.62,-0.09,,,,,37.69,13.94,41.48,13.94,,,,,0.0,55.18,58.72,1.46,7.88,9.82,0.01,-1.46,-0.93,0.06,2.84,2.88,0.06,-1.38,-1.95,-0.11,FeTeTe,FeII,-0.28,-0.2,-0.28,-0.2,0.15
1108,1108,1108,T',OsOBr,Os,O,Br,760835-3,6.3,2.93,19,90,90,117.76,P 1,-35.62,-0.54,,,,,112.54,45.74,126.52,45.74,,,,,0.0,10.3,11.87,1.36,0.86,0.98,0.01,1.76,1.73,0.28,-1.84,-2.02,-0.21,0.07,0.29,-0.07,OsOO,OsBrBr,-3.1,0.82,-3.1,0.82,0.61
1109,1109,1109,T',OsOCl,Os,O,Cl,760817-3,6.17,2.87,19,90,90,117.72,P 1,-36.63,-0.75,,,,,110.34,39.12,131.05,39.12,,,,,0.0,11.55,17.09,1.31,6.29,18.09,0.01,1.11,0.22,0.31,-0.51,-0.58,-0.18,-0.59,0.36,-0.13,OsOO,OsClCl,-3.1,0.5,-3.1,0.5,0.55
1110,1110,1110,T',OsOF,Os,O,F,760809-3,5.62,2.8,19,90,90,120.34,P 1,-39.84,-2.35,,,,,121.74,89.11,133.99,89.11,,,,,0.0,12.5,17.28,1.23,3.37,3.81,0.02,2.21,2.32,0.54,-0.3,-0.24,-0.16,-1.91,-2.08,-0.38,OsOO,OsFF,-3.1,-3.31,-3.31,-3.1,0.86
1111,1111,1111,T',OsOI,Os,O,I,760853-3,6.77,2.98,19,90,90,104.88,P 1,-34.68,-0.24,,,,,40.87,17.87,92.64,17.87,,,,,0.0,22.72,70.56,1.44,7.67,44.18,0.03,0.4,-3.19,0.38,-1.62,-0.61,-0.37,1.22,3.8,-0.02,OsOO,OsII,-3.1,0.81,-3.1,0.81,0.9
1112,1112,1112,T',OsSBr,Os,S,Br,761635-3,7.07,3.54,19,90,90,120.09,P 1,-33.85,-0.03,,,,,75.8,24.39,79.05,24.39,,,,,0.0,16.62,14.54,1.33,6.22,4.42,0.01,0.1,-0.48,0.15,2.91,3.06,0.05,-3.01,-2.58,-0.2,OsSS,OsBrBr,-0.8,0.82,-0.8,0.82,-0.03
1113,1113,1113,T',OsSCl,Os,S,Cl,761617-3,6.68,3.52,19,90,90,121.83,P 1,-34.85,-0.24,-1.29,0.62,-0.2,-0.09,71.88,20.53,76.08,20.53,-2.51,1.11,-0.22,-0.09,0.19,7.79,7.59,1.32,0.9,1.1,0.01,-0.1,-0.65,0.19,1.4,1.92,0.02,-1.3,-1.26,-0.21,OsSS,OsClCl,-0.8,0.5,-0.8,0.5,-0.09
1114,1114,1114,T',OsSF,Os,S,F,761609-3,6.82,3.03,19,90,90,123.54,P 1,-37.44,-1.53,,,,,102.42,26.2,93.06,26.2,,,,,0.0,8.24,8.23,1.27,4.11,2.57,0.02,-0.24,-0.15,0.27,2.7,2.0,0.11,-2.45,-1.85,-0.39,OsSS,OsFF,-0.8,-3.31,-3.31,-0.8,0.53
1115,1115,1115,T',OsSI,Os,S,I,761653-3,7.27,3.64,19,90,90,120.03,P 1,-32.55,0.45,,,,,81.02,22.13,82.89,22.13,,,,,0.0,18.55,17.5,1.37,4.05,3.21,0.0,-0.34,-1.09,0.07,2.88,3.32,0.05,-2.54,-2.23,-0.13,OsSS,OsII,-0.8,0.81,-0.8,0.81,0.44
1116,1116,1116,T',OsSeBr,Os,Se,Br,763435-3,6.68,3.77,19,90,90,116.9,P 1,-32.24,0.14,-0.42,0.69,0.18,0.33,83.17,9.95,61.14,9.95,-0.58,1.35,0.19,0.46,0.45,5.96,6.01,1.35,0.38,1.88,0.01,-0.04,-1.53,0.03,1.08,3.06,0.11,-1.05,-1.53,-0.15,OsSeSe,OsBrBr,-0.51,0.82,-0.51,0.82,-0.01
1117,1117,1117,T',OsSeCl,Os,Se,Cl,763417-3,6.87,3.66,19,90,90,122.22,P m,-33.04,0.03,0.44,0.52,-0.29,-0.25,59.95,18.63,67.22,18.63,1.06,1.08,-0.36,-0.29,0.35,5.7,5.71,1.34,1.11,1.2,0.01,-0.14,-0.55,0.12,1.61,2.07,0.08,-1.48,-1.52,-0.2,OsSeSe,OsClCl,-0.51,0.5,-0.51,0.5,0.04
1118,1118,1118,T',OsSeF,Os,Se,F,763409-3,6.6,3.55,19,90,90,122.48,P 1,-35.0,-0.94,1.82,0.95,-0.93,-0.87,63.44,24.87,68.54,24.87,4.72,2.17,-1.05,-0.93,0.17,5.52,5.84,1.27,5.29,5.16,0.02,0.24,-0.26,0.29,1.98,2.5,0.08,-2.22,-2.24,-0.37,OsSeSe,OsFF,-0.51,-3.31,-3.31,-0.51,0.97
1119,1119,1119,T',OsSeI,Os,Se,I,763453-3,7.75,3.9,19,90,90,126.54,P 1,-31.14,0.52,1.19,0.59,0.33,0.26,68.79,17.26,74.86,17.26,2.3,1.02,0.38,0.29,0.34,8.0,7.68,1.38,0.5,0.35,0.0,-1.65,-1.18,0.0,1.64,1.03,0.06,0.01,0.14,-0.06,OsSeSe,OsII,-0.51,0.81,-0.51,0.81,0.37
1120,1120,1120,T',OsTeBr,Os,Te,Br,765235-3,6.91,3.94,19,90,90,116.4,P 1,-31.08,0.36,0.33,-3.24,-0.11,-0.27,84.79,17.11,65.3,17.11,0.49,-6.72,-0.11,-0.33,0.65,5.33,5.51,1.38,0.8,2.55,0.01,-0.98,-1.54,-0.05,2.14,3.22,0.18,-1.16,-1.67,-0.13,OsTeTe,OsBrBr,0.01,0.82,0.01,0.82,-0.05
1121,1121,1121,T',OsTeCl,Os,Te,Cl,765217-3,7.19,3.83,19,90,90,122.22,P 1,-31.5,0.44,1.08,-0.32,-0.43,-0.47,50.95,17.45,60.68,17.45,3.24,-0.74,-0.63,-0.6,0.38,5.4,5.49,1.36,2.18,1.89,0.01,-0.63,-0.87,0.05,2.24,2.55,0.14,-1.62,-1.69,-0.19,OsTeTe,OsClCl,0.01,0.5,0.01,0.5,0.19
1122,1122,1122,T',OsTeF,Os,Te,F,765209-3,7.1,3.11,19,90,90,115.87,P 1,-34.02,-0.81,,,,,32.58,25.57,44.85,25.57,,,,,0.0,76.09,91.25,1.37,28.93,73.16,0.02,-1.42,-1.97,0.59,1.55,2.03,-0.03,-0.13,-0.05,-0.56,OsTeTe,OsFF,0.01,-3.31,-3.31,0.01,0.84
1123,1123,1123,T',OsTeI,Os,Te,I,765253-3,7.19,4.03,19,90,90,117.01,P 1,-30.34,0.56,0.62,-1.15,-0.01,-0.07,79.14,19.37,80.54,19.37,1.04,-1.88,-0.01,-0.07,0.55,6.4,6.65,1.41,0.42,0.65,0.0,-1.92,-2.09,-0.11,1.75,2.38,0.14,0.17,-0.29,-0.03,OsTeTe,OsII,0.01,0.81,0.01,0.81,0.15
1124,1124,1124,T',RuOBr,Ru,O,Br,440835-3,6.43,3.22,19,90,90,121.01,P 1,-32.94,-1.22,-1.11,-5.69,1.24,1.26,80.03,20.12,87.5,20.12,-1.85,-8.44,1.23,1.17,0.16,22.75,37.16,1.3,1.22,2.89,0.01,-0.18,1.18,0.37,0.49,-0.61,-0.25,-0.31,-0.56,-0.12,RuOO,RuBrBr,-3.55,-0.5,-3.55,-0.5,0.8
1125,1125,1125,T',RuOCl,Ru,O,Cl,440817-3,6.18,3.15,19,90,90,120.68,P 1,-34.48,-1.7,,,,,94.41,15.01,60.53,15.01,,,,,0.05,20.74,17.91,1.27,2.06,2.01,0.01,2.45,2.58,0.42,-1.24,-1.63,-0.23,-1.21,-0.95,-0.19,RuOO,RuClCl,-3.55,-0.89,-3.55,-0.89,0.52
1126,1126,1126,T',RuOF,Ru,O,F,440809-3,5.67,2.82,19,90,90,120.76,P 1,-37.84,-3.37,,,,,71.38,84.01,80.17,84.01,,,,,0.0,18.48,13.13,1.22,1.54,1.44,0.02,1.11,1.36,0.5,0.75,0.48,-0.14,-1.86,-1.84,-0.36,RuOO,RuFF,-3.55,-3.57,-3.57,-3.55,0.19
1127,1127,1127,T',RuOI,Ru,O,I,440853-3,6.98,3.3,19,90,90,118.24,P 1,-31.99,-0.92,,,,,11.67,-12.55,32.44,-12.55,,,,,0.0,40.43,90.27,1.39,2.17,3.64,0.01,-1.11,-2.93,0.28,0.19,2.05,-0.25,0.92,0.88,-0.02,RuOO,RuII,-3.55,-0.28,-3.55,-0.28,0.99
1128,1128,1128,T',RuSBr,Ru,S,Br,441635-3,7.04,3.51,19,90,90,119.9,P 1,-31.57,-0.91,,,,,62.43,0.98,38.88,0.98,,,,,0.0,14.2,13.46,1.33,4.69,3.46,0.01,0.22,-0.43,0.15,2.41,2.77,0.03,-2.63,-2.34,-0.18,RuSS,RuBrBr,-1.15,-0.5,-1.15,-0.5,-0.08
1129,1129,1129,T',RuSCl,Ru,S,Cl,441617-3,6.65,3.46,19,90,90,121.39,P m,-32.61,-1.14,-2.27,0.18,-0.99,-0.91,67.72,17.22,69.78,17.22,-4.49,0.35,-1.16,-1.05,0.12,10.99,16.27,1.32,0.96,1.92,0.01,-0.17,-0.75,0.22,1.15,1.49,-0.01,-0.98,-0.74,-0.21,RuSS,RuClCl,-1.15,-0.89,-1.15,-0.89,-0.12
1130,1130,1130,T',RuSF,Ru,S,F,441609-3,6.69,3.05,19,90,90,123.29,P 1,-35.25,-2.45,,,,,87.79,25.58,80.69,25.58,,,,,0.0,10.35,11.86,1.26,2.89,2.04,0.02,-0.47,-0.58,0.28,2.69,2.32,0.09,-2.23,-1.74,-0.37,RuSS,RuFF,-1.15,-3.57,-3.57,-1.15,-0.09
1131,1131,1131,T',RuSI,Ru,S,I,441653-3,7.24,3.62,19,90,90,119.97,P 1,-30.2,-0.4,,,,,68.92,18.66,70.82,18.66,,,,,0.0,39.7,34.5,1.37,3.83,2.98,0.0,-0.63,-0.9,0.06,2.84,2.99,0.04,-2.21,-2.09,-0.1,RuSS,RuII,-1.15,-0.28,-1.15,-0.28,0.31
1132,1132,1132,T',RuSeBr,Ru,Se,Br,443435-3,6.98,3.64,19,90,90,121.44,P 1,-29.89,-0.7,-1.11,-0.22,-0.69,-0.66,59.32,14.41,59.87,14.41,-2.47,-0.49,-0.93,-0.89,0.27,7.5,7.85,1.37,0.54,0.7,0.0,-0.65,-1.12,0.12,1.45,1.89,0.04,-0.81,-0.77,-0.16,RuSeSe,RuBrBr,-1.02,-0.5,-1.02,-0.5,0.06
1133,1133,1133,T',RuSeCl,Ru,Se,Cl,443417-3,6.82,3.59,19,90,90,121.74,P m,-31.0,-0.97,-0.1,0.22,-1.18,-1.16,61.01,16.26,62.64,16.26,-0.22,0.47,-1.52,-1.47,0.39,6.02,6.16,1.34,0.81,0.95,0.01,-0.21,-0.6,0.13,1.46,1.89,0.07,-1.25,-1.29,-0.2,RuSeSe,RuClCl,-1.02,-0.89,-1.02,-0.89,-0.01
1134,1134,1134,T',RuSeF,Ru,Se,F,443409-3,6.54,3.47,19,90,90,122.04,P 1,-33.26,-2.09,0.41,-0.45,-2.42,-2.41,66.31,20.95,68.57,20.95,0.91,-0.94,-2.78,-2.7,0.39,5.55,5.76,1.27,2.62,2.9,0.02,0.36,0.03,0.29,1.69,2.11,0.08,-2.05,-2.14,-0.37,RuSeSe,RuFF,-1.02,-3.57,-3.57,-1.02,0.21
1135,1135,1135,T',RuSeI,Ru,Se,I,443453-3,7.52,3.78,19,90,90,124.96,P 1,-28.76,-0.31,,,,,31.04,2.56,59.19,2.56,,,,,0.07,19.52,17.02,1.4,2.31,1.0,0.01,-2.1,-0.86,0.06,2.66,1.22,0.04,-0.56,-0.35,-0.11,RuSeSe,RuII,-1.02,-0.28,-1.02,-0.28,0.34
1136,1136,1136,T',RuTeBr,Ru,Te,Br,445235-3,6.92,3.86,19,90,90,116.85,P 1,-28.86,-0.55,-0.44,-2.88,-0.89,-1.0,78.3,13.95,52.45,13.95,-0.69,-7.48,-0.96,-1.51,0.61,6.28,5.88,1.39,0.93,2.21,0.01,-1.06,-1.46,-0.02,2.2,2.96,0.16,-1.14,-1.5,-0.14,RuTeTe,RuBrBr,-0.61,-0.5,-0.61,-0.5,0.01
1137,1137,1137,T',RuTeCl,Ru,Te,Cl,445217-3,7.1,3.75,19,90,90,121.86,P 1,-29.56,-0.61,0.39,-0.34,-1.48,-1.52,53.36,15.86,55.53,15.86,1.04,-0.87,-2.13,-2.13,0.31,5.8,5.9,1.37,1.51,1.47,0.01,-0.79,-0.97,0.06,2.18,2.41,0.13,-1.39,-1.44,-0.2,RuTeTe,RuClCl,-0.61,-0.89,-0.89,-0.61,0.14
1138,1138,1138,T',RuTeF,Ru,Te,F,445209-3,6.82,3.6,19,90,90,121.82,P 1,-31.4,-1.52,0.11,-3.17,-2.6,-2.64,59.5,20.15,57.32,20.15,0.29,-8.53,-3.27,-3.41,0.43,6.45,6.65,1.3,6.57,5.32,0.02,-0.1,-0.36,0.26,2.32,2.54,0.13,-2.22,-2.18,-0.39,RuTeTe,RuFF,-0.61,-3.57,-3.57,-0.61,0.57
1139,1139,1139,T',RuTeI,Ru,Te,I,445253-3,7.18,3.97,19,90,90,117.24,P 1,-27.98,-0.28,-0.07,-1.22,-0.37,-0.4,71.1,13.35,59.74,13.35,-0.12,-2.63,-0.44,-0.54,0.49,7.86,7.55,1.42,0.61,0.93,0.0,-1.91,-1.83,-0.06,1.87,2.48,0.12,0.04,-0.64,-0.06,RuTeTe,RuII,-0.61,-0.28,-0.61,-0.28,0.16
1140,1140,1140,T',FeAsBr,Fe,As,Br,263335-3,6.65,3.37,19,90,90,120.47,P 1,-29.43,-0.29,,,,,41.8,6.17,45.27,6.17,,,,,0.0,13.57,15.73,1.41,2.71,2.98,0.01,-0.77,0.89,0.1,2.0,0.85,0.05,-1.23,-1.74,-0.15,FeAsAs,FeBrBr,-0.08,-1.57,-1.57,-0.08,0.53
1141,1141,1141,T',FeAsCl,Fe,As,Cl,263317-3,6.43,3.18,19,90,90,119.68,P 1,-30.92,-0.75,-2.93,-9.71,-3.85,-3.78,60.55,19.9,56.04,19.9,-7.21,-26.86,-4.79,-4.97,0.15,12.01,15.95,1.38,5.4,12.21,0.01,-0.96,-1.96,0.06,2.05,2.53,0.12,-1.09,-0.57,-0.18,FeAsAs,FeClCl,-0.08,-2.23,-2.23,-0.08,0.4
1142,1142,1142,T',FeAsF,Fe,As,F,263309-3,6.0,2.98,19,90,90,119.68,P 1,-34.2,-2.38,,,,,63.83,29.35,61.92,29.35,,,,,0.0,11.65,15.04,1.3,6.25,9.39,0.02,-0.75,-0.75,0.26,2.52,2.75,0.12,-1.76,-1.99,-0.38,FeAsAs,FeFF,-0.08,-5.57,-5.57,-0.08,0.45
1143,1143,1143,T',FeAsI,Fe,As,I,263353-3,7.04,3.57,19,90,90,120.44,P 1,-27.79,0.35,,,,,25.2,2.08,37.6,2.08,,,,,0.0,17.11,20.48,1.44,2.94,1.36,0.01,-2.04,-0.11,0.11,2.31,0.99,0.0,-0.28,-0.87,-0.11,FeAsAs,FeII,-0.08,-0.2,-0.2,-0.08,0.49
1144,1144,1144,T',FeBiBr,Fe,Bi,Br,268335-3,6.87,3.5,19,90,90,120.59,P 1,-27.19,0.03,,,,,34.76,18.95,44.67,18.95,,,,,0.0,33.59,32.48,1.47,13.74,18.46,0.01,-1.41,-1.37,0.07,2.29,2.5,0.1,-0.88,-1.13,-0.17,FeBiBi,FeBrBr,0.75,-1.57,-1.57,0.75,0.44
1145,1145,1145,T',FeBiCl,Fe,Bi,Cl,268317-3,6.75,3.38,19,90,90,120.19,P 1,-28.88,-0.52,,,,,16.3,41.49,48.13,41.49,,,,,0.0,60.99,80.98,1.46,35.74,41.49,0.01,0.02,2.71,0.17,1.49,0.2,0.07,-1.51,-2.9,-0.24,FeBiBi,FeClCl,0.75,-2.23,-2.23,0.75,0.21
1146,1146,1146,T',FeBiF,Fe,Bi,F,268309-3,6.92,3.2,19,90,90,118.5,P 1,-31.72,-1.94,,,,,22.87,31.81,49.35,31.81,,,,,0.0,28.38,24.63,1.35,3.93,6.51,0.03,0.31,1.07,0.41,1.15,1.59,0.07,-1.46,-2.66,-0.48,FeBiBi,FeFF,0.75,-5.57,-5.57,0.75,0.48
1147,1147,1147,T',FeBiI,Fe,Bi,I,268353-3,7.15,3.66,19,90,90,120.78,P 1,-26.01,0.45,,,,,36.37,11.63,42.58,11.63,,,,,0.0,30.54,34.53,1.52,31.12,27.4,0.01,-2.71,-2.28,0.03,2.82,2.94,0.09,-0.11,-0.66,-0.12,FeBiBi,FeII,0.75,-0.2,-0.2,0.75,0.18
1148,1148,1148,T',FeNBr,Fe,N,Br,260735-3,5.72,2.9,19,90,90,120.4,P 1,-35.5,0.33,,,,,114.4,45.75,102.81,45.75,,,,,0.0,95.78,280.2,1.54,56.37,160.38,0.04,-5.33,-8.86,0.04,4.82,7.79,-0.01,0.51,1.07,-0.03,FeNN,FeBrBr,0.78,-1.57,-1.57,0.78,0.72
1149,1149,1149,T',FeNCl,Fe,N,Cl,260717-3,5.98,2.99,19,90,90,120.0,P m,-36.83,-0.05,0.21,-4.33,-0.57,-0.57,156.59,50.6,157.51,50.6,0.2,-4.05,-0.28,-0.28,0.6,7.61,7.61,1.26,2.26,2.26,0.0,-2.94,-2.94,0.14,4.15,4.15,-0.01,-1.21,-1.21,-0.14,FeNN,FeClCl,0.78,-2.23,-2.23,0.78,0.67
1150,1150,1150,T',FeNF,Fe,N,F,260709-3,5.73,2.87,19,90,90,120.0,P m,-41.02,-2.14,0.33,-6.57,-3.34,-3.34,165.93,52.52,165.87,52.52,0.29,-5.8,-1.53,-1.53,1.25,6.29,6.29,1.18,2.04,2.04,0.01,-2.09,-2.09,0.31,3.8,3.8,-0.01,-1.72,-1.72,-0.3,FeNN,FeFF,0.78,-5.57,-5.57,0.78,0.26
1151,1151,1151,T',FeNI,Fe,N,I,260753-3,5.71,3.01,19,90,90,121.78,P 1,-35.0,0.4,,,,,121.34,70.19,173.96,70.19,,,,,0.0,432.7,734.11,1.66,21.46,107.93,0.02,-5.84,-7.05,0.0,5.13,5.71,0.01,0.71,1.34,-0.01,FeNN,FeII,0.78,-0.2,-0.2,0.78,0.11
1152,1152,1152,T',FePBr,Fe,P,Br,261535-3,6.63,3.32,19,90,90,120.06,P 1,-30.65,-0.2,,,,,48.74,8.63,51.91,8.63,,,,,0.0,19.43,24.3,1.38,2.45,1.72,0.01,-1.14,1.14,0.15,2.12,0.26,-0.0,-0.98,-1.41,-0.15,FePP,FeBrBr,-0.3,-1.57,-1.57,-0.3,0.74
1153,1153,1153,T',FePCl,Fe,P,Cl,261517-3,6.36,3.19,19,90,90,120.07,P 1,-32.16,-0.67,,,,,57.15,13.1,57.74,13.1,,,,,0.0,13.29,12.86,1.36,2.4,1.89,0.01,-0.76,0.57,0.17,2.08,0.95,0.01,-1.32,-1.51,-0.18,FePP,FeClCl,-0.3,-2.23,-2.23,-0.3,0.6
1154,1154,1154,T',FePF,Fe,P,F,261509-3,5.83,2.87,19,90,90,119.43,P 1,-35.76,-2.46,1.73,-6.24,-6.38,-6.16,66.71,25.63,62.94,25.63,4.21,-16.71,-6.91,-6.95,0.12,11.67,14.08,1.29,5.46,7.7,0.02,0.36,-0.58,0.25,1.71,2.35,0.12,-2.08,-1.77,-0.36,FePP,FeFF,-0.3,-5.57,-5.57,-0.3,0.48
1155,1155,1155,T',FePI,Fe,P,I,261553-3,7.2,3.6,19,90,90,119.99,P 1,-29.67,0.12,-0.11,2.1,-0.09,-0.09,80.6,35.5,80.86,35.5,-0.24,4.62,-0.08,-0.08,0.23,7.99,7.99,1.34,2.21,2.21,0.0,-3.29,-3.29,-0.17,4.59,4.59,0.24,-1.3,-1.3,-0.08,FePP,FeII,-0.3,-0.2,-0.3,-0.2,0.37
1156,1156,1156,T',FeSbBr,Fe,Sb,Br,265135-3,6.79,3.43,19,90,90,120.27,P 1,-28.34,-0.28,,,,,36.23,13.68,52.67,13.68,,,,,0.0,17.8,18.93,1.45,5.89,9.3,0.01,-1.51,-1.96,0.03,2.63,2.82,0.13,-1.13,-0.86,-0.16,FeSbSb,FeBrBr,0.38,-1.57,-1.57,0.38,0.32
